artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Loosid,0.7145882352941177,0.3223764705882353,5.0588235294117645,-11.902705882352942,0.29411764705882354,0.11442941176470589,0.5060529411764705,0.3776796411764705,0.21273529411764705,0.2451294117647059,95.18235294117646,123602.58823529411,3.823529411764706
Lorena Ares,0.847,0.726,11.0,-4.127,0.0,0.0523,0.0746,4.98e-06,0.0572,0.922,124.976,195677.0,4.0
Los Chiquitos De Algeciras,0.4941034482758621,0.3954137931034482,6.724137931034483,-10.818655172413793,0.41379310344827586,0.07814482758620692,0.8105068965517243,0.0025713475862068963,0.10142758620689656,0.4639310344827586,107.21124137931034,233399.93103448275,3.413793103448276
Los Tamara,0.6545454545454544,0.7145454545454546,4.590909090909091,-5.15490909090909,0.9090909090909091,0.07002727272727273,0.6037272727272728,0.0004825813636363637,0.18827727272727274,0.9245454545454547,136.0042727272727,192392.9090909091,3.5454545454545454
Lucas Colman,0.587695652173913,0.7182608695652174,5.695652173913044,-6.255434782608697,0.6956521739130435,0.03302173913043479,0.18773130434782606,5.953043478260869e-06,0.16305217391304347,0.616304347826087,117.34665217391304,194961.26086956522,4.0
MARC,0.7227140077821014,0.5727359922178994,5.128404669260701,-7.888132295719845,0.5622568093385214,0.22065583657587556,0.1760931634241244,0.022866535933852145,0.21430272373540848,0.37239844357976676,129.95511673151745,209188.81128404668,3.9844357976653697
MDS,0.7227140077821014,0.5727359922178994,5.128404669260701,-7.888132295719845,0.5622568093385214,0.22065583657587556,0.1760931634241244,0.022866535933852145,0.21430272373540848,0.37239844357976676,129.95511673151745,209188.81128404668,3.9844357976653697
MORTEN,0.6513714821763606,0.6932300187617255,6.118198874296435,-7.247724202626655,0.5422138836772983,0.1876964352720452,0.16605273921200733,0.0766694176547842,0.23201144465290802,0.4687018761726083,124.55186116322689,203325.29831144464,3.917448405253283
Maan On The Moon,0.6384000000000004,0.6551999999999997,6.485714285714286,-7.157042857142856,0.5142857142857142,0.08649214285714281,0.3055182714285714,0.21421614214285709,0.2034628571428571,0.4726814285714284,125.40229285714281,238715.15,3.9714285714285715
Mafe,0.7353755868544604,0.661305164319249,5.624413145539906,-6.204028169014083,0.38967136150234744,0.24719295774647887,0.18258144131455387,1.3187793427230048e-07,0.18139624413145544,0.4888732394366198,136.68262441314562,179035.4084507042,4.004694835680751
Maga,0.7268346456692916,0.6004349842519684,5.196850393700787,-7.162582677165356,0.5826771653543307,0.1357448818897638,0.15773749448818897,0.058140911102362205,0.21784094488188993,0.2853622047244093,120.08057480314959,146696.3464566929,3.905511811023622
Maggie Lindemann,0.6030666666666666,0.6486666666666667,6.133333333333334,-5.616266666666667,0.6666666666666666,0.09691333333333334,0.2608453333333334,0.018412149333333336,0.15550666666666668,0.4083,139.1872,189298.73333333334,4.066666666666666
Mane de la Parra,0.6230999999999999,0.6454,3.5,-7.0969333333333315,1.0,0.050173333333333334,0.4488899999999999,0.0017329836666666665,0.14378333333333335,0.6134000000000001,105.9772,227688.03333333333,4.033333333333333
Mar,0.6473896103896104,0.5559627705627705,4.961038961038961,-8.185796536796541,0.5454545454545454,0.22127445887445896,0.2321368701298701,0.013537586883116884,0.1984532467532467,0.3525519480519481,122.24245021645014,243907.1168831169,3.9523809523809526
Marc Narrow,0.7441111111111111,0.6942499999999999,5.277777777777778,-6.858277777777778,0.6666666666666666,0.05808333333333333,0.06532880555555558,0.057352625,0.1650722222222222,0.4223583333333335,121.68266666666662,212239.33333333334,4.0
Marcapasos,0.5616740831295837,0.6992750611246951,5.442542787286063,-8.067183374083129,0.8337408312958435,0.0511149144254279,0.19904637136919318,0.054707420024449845,0.2796266503667481,0.5416202933985331,132.200107579462,228026.1271393643,3.9315403422982884
Maria Peszek,0.6103134328358208,0.555376119402985,5.17910447761194,-9.330999999999998,0.29850746268656714,0.09260597014925373,0.40756313432835806,0.07717628686567163,0.35525223880597007,0.4075119402985074,118.49438805970154,228751.5671641791,3.91044776119403
Maribelle,0.7463636363636366,0.5785151515151515,6.666666666666667,-10.161666666666667,0.45454545454545453,0.14094848484848488,0.2562945454545454,0.19543006969696972,0.29996363636363643,0.5213636363636363,111.28915151515149,210783.39393939395,4.0
Mariette,0.484793991416309,0.2103690987124462,4.866952789699571,-16.94023605150216,0.8025751072961373,0.13164678111587974,0.7731087124463518,0.1772530150214592,0.2970991416309014,0.3118965665236051,110.33297854077242,291847.64806866954,3.6609442060085837
Marius Samuelsen,0.5171333333333333,0.6039333333333333,5.866666666666666,-6.7421999999999995,0.6666666666666666,0.03759333333333333,0.2382273333333333,0.015671368666666664,0.13840666666666668,0.42943999999999993,114.89993333333332,140420.33333333334,3.933333333333333
Mark Rostel,0.7123999999999999,0.8378,8.4,-5.4772,0.6,0.05186,0.092576,0.000755414,0.27880000000000005,0.7296,115.7834,213257.6,4.0
Matt DeFreitas,0.5862,0.5094000000000001,5.5,-8.3735,0.5,0.08288999999999999,0.26284,1.24e-06,0.12577,0.37700000000000006,110.5316,211645.2,4.0
Matt Maltese,0.5169523809523809,0.4314285714285713,5.523809523809524,-8.966190476190475,0.8571428571428571,0.033647619047619044,0.6916666666666669,0.21847238095238092,0.16197619047619044,0.3280238095238096,113.9044761904762,197078.90476190476,3.9523809523809526
Mayker & Danny,0.6860000000000002,0.7097058823529413,5.9411764705882355,-6.7547647058823514,0.7058823529411765,0.04975294117647058,0.3964941176470588,0.0,0.17020000000000002,0.7294705882352942,123.86717647058822,213333.70588235295,4.0
Meghan Patrick,0.5529999999999999,0.6822000000000001,8.0,-4.989000000000001,1.0,0.03724,0.4382,0.0,0.1371,0.43200000000000005,113.52780000000003,211394.6,4.0
Midnight City,0.3278130268199236,0.4809865919540233,5.084291187739463,-10.099088122605348,0.6973180076628352,0.06535900383141766,0.36522965344827546,0.5767075714559399,0.21743352490421453,0.16242892720306507,115.72040421455925,246512.92720306513,3.8084291187739465
Mikko Harju,0.6019999999999999,0.5903000000000003,5.5,-8.881400000000006,0.4,0.030750000000000013,0.11766800000000006,9.459300000000001e-05,0.165,0.31121000000000015,115.67160000000004,213046.2,4.0
Mikko Kuustonen,0.6143953488372094,0.4841627906976744,5.651162790697675,-11.272633720930234,0.6686046511627907,0.03436046511627907,0.3491188197674418,0.020325193313953483,0.15414127906976738,0.5447145348837208,110.30138372093023,227840.48837209304,3.9186046511627906
Millas Mirakel,0.6415,0.5785909090909089,4.5,-12.320272727272727,0.8636363636363636,0.03564545454545455,0.3484577272727272,0.0004962659090909091,0.18557727272727273,0.6703409090909092,122.23704545454544,234548.5,4.0
Miranda Lambert,0.5409084507042256,0.6472887323943661,5.73943661971831,-6.467450704225353,0.9084507042253521,0.12257464788732411,0.23782311056338015,0.0018788328169014065,0.16572183098591545,0.4991514084507044,128.27534507042256,203919.15492957746,3.8661971830985915
Monica Geuze,0.6515,0.605,2.0,-6.4215,1.0,0.056299999999999996,0.14404999999999998,6.15e-06,0.0995,0.28800000000000003,96.1805,227366.0,4.0
Monn,0.7906122448979589,0.5756530612244897,6.0,-8.040367346938776,0.5306122448979592,0.3127918367346939,0.208729481632653,0.004882977551020408,0.19143061224489802,0.4619142857142858,126.93642857142858,193982.3469387755,4.061224489795919
Monobloco,0.5709107142857143,0.8202857142857144,6.482142857142857,-7.1353035714285715,0.5535714285714286,0.1153107142857143,0.24888392857142855,0.021801571071428574,0.4430160714285715,0.6646607142857143,127.76946428571428,280676.9464285714,3.9107142857142856
