"Area Name","dis2012","breast_2012","immun2011","dwellterraced2012","dwellroom12012","jobs2011","urbanclass","house_prices_mean"
"S01003539",2512.6,60,100,29,0,7.2,1,217434
"S01003540",16497.5,100,100,0,0,13.9,1,51000
"S01003541",6263,64.7,100,2,0,15,1,50000
"S01003542",4437.9,42.9,100,7,3,7.8,1,314893
"S01003543",11242.6,10,87.5,11,0,11.8,1,63375
"S01003544",2814.3,100,100,0,0,0,1,246916
"S01003545",2034.6,100,100,8,1,0,1,273084
"S01003546",16434.3,10,100,14,2,26,1,33333
"S01003547",6008,70,90,1,0,5,1,134083
"S01003548",4048.6,0,0,20,0,13.9,1,30000
"S01003549",13630.7,11.1,100,2,0,11.4,1,40000
"S01003550",5398.1,25,100,17,0,5.4,1,103393
"S01003551",13654.1,41.7,100,12,0,5.3,1,62187
"S01003552",1543.2,71.4,100,5,0,0,1,189625
"S01003553",18488.7,10,100,1,0,15.3,1,NA
"S01003554",3807.1,83.3,100,0,0,0,1,185867
"S01003555",1317.5,80,100,7,0,5,1,239730
"S01003556",1748.3,50,100,77,0,4.6,1,238333
"S01003557",9906.8,10,100,6,0,17.9,1,NA
"S01003558",2520.2,64.3,88.9,0,0,0,1,289722
"S01003559",3892.7,60,100,78,0,4.3,1,222533
"S01003560",3543,64.7,94.1,31,0,5.2,1,211138
"S01003561",14263.1,42.9,100,11,28,9.8,1,109000
"S01003562",11988.7,41.7,92.9,0,0,9.3,1,59333
"S01003563",14655.2,0,100,12,0,7.4,1,53250
"S01003564",23474.2,25,100,11,0,31.7,1,32667
"S01003565",16774.2,42.9,100,0,0,12.5,1,61998
"S01003566",4840.9,100,100,6,0,3.6,1,152863
"S01003567",12340,30,100,17,0,16.1,1,NA
"S01003568",1242.2,100,100,12,0,0,1,278628
"S01003569",2980.6,66.7,100,52,0,5.8,1,211265
"S01003570",3560.5,57.1,100,41,0,4.2,1,161325
"S01003571",11972.6,21.4,100,5,0,6.9,1,50066
"S01003572",12236.3,33.3,100,7,0,8.7,1,66333
"S01003573",16260.2,40,100,0,0,9.7,1,70642
"S01003574",2543.2,85.7,100,1,1,3.8,1,167627
"S01003575",10822.5,31.3,100,0,0,9.1,1,85500
"S01003576",3212,62.5,100,7,0,0,1,248740
"S01003577",12195.1,25,100,26,0,11.8,1,86200
"S01003578",9960.2,0,100,22,0,0,1,NA
"S01003579",19108.3,0,100,17,0,11.4,1,NA
"S01003580",9868.4,31.6,95.5,1,0,8.2,1,44000
"S01003581",4653.3,57.7,93.8,7,0,1.2,1,106800
"S01003582",21472.4,44.4,100,5,2,31.7,1,NA
"S01003583",16544.1,16.7,100,1,0,17.2,1,30800
"S01003584",6858.7,50,100,0,0,19,1,NA
"S01003585",10964.9,44.4,100,0,0,13.3,1,90333
"S01003586",7462.7,30.8,100,24,0,13.3,1,128000
"S01003587",1765.2,87.5,100,73,0,0,1,363556
"S01003588",7923.9,66.7,100,5,0,11.1,1,82714
"S01003589",1856.4,77.8,90,5,0,0,1,327407
"S01003590",10500.8,0,100,2,0,17.9,1,46317
"S01003591",3484.3,76.9,100,17,0,2.8,1,341093
"S01003592",9722.2,23.8,95.2,6,0,13.3,1,81833
"S01003593",9247,22.2,100,15,0,9.7,1,78188
"S01003594",2485.1,75,100,9,0,5.1,1,244200
"S01003595",16022.1,9.1,100,15,0,16,1,46750
"S01003596",14593.9,66.7,100,0,0,32.9,1,56500
"S01003597",3736.9,100,100,0,0,10,1,342093
"S01003598",15578.6,16.7,100,32,0,0,1,76750
"S01003599",13075.3,16.7,100,16,0,11.9,1,102136
"S01003600",18494.9,50,100,0,0,16.3,1,53875
"S01003601",8269,28.6,100,3,0,17.9,1,45062
"S01003602",14018.7,28.6,100,54,0,13.6,1,69917
"S01003603",13037.8,30,100,19,0,19.2,1,149625
"S01003604",11010.4,57.1,100,0,1,11.8,1,88350
"S01003605",11400.7,44.4,100,6,0,17.6,1,137150
"S01003606",14447.2,25,100,22,0,14.9,1,80003
"S01003607",11669.7,33.3,100,41,0,6,1,81125
"S01003608",11741.7,14.3,100,10,0,7,1,84500
"S01003609",4482.1,90,100,40,0,0,1,162906
"S01003610",9378.7,31.3,100,4,0,17.9,1,64500
"S01003611",13822.1,25,100,11,0,10.6,1,52000
"S01003612",4717,60,75,2,0,0,1,172929
"S01003613",4155.1,30.8,100,6,0,6,1,227667
"S01003614",5982.9,60,100,18,0,0,1,142500
"S01003615",9729.7,27.8,100,22,0,7.5,1,103000
"S01003616",2002,35.7,100,9,0,0,1,140450
"S01003617",13274.3,70,100,0,0,14.2,1,NA
"S01003618",9720.5,0,100,10,0,4.8,1,126712
"S01003619",10604.5,27.3,93.8,0,0,8.8,1,50000
"S01003620",3564.2,66.7,100,1,0,3.7,1,165134
"S01003621",21475.8,0,100,0,0,13.3,1,56333
"S01003622",11221.9,14.3,100,5,0,5.1,1,107670
"S01003623",3850.4,77.8,100,51,0,4.1,1,220468
"S01003624",10810.8,41.2,100,20,0,9.7,1,108167
"S01003625",6502,42.9,100,20,0,5.8,1,99300
"S01003626",4088.8,20,100,21,0,5.1,1,106021
"S01003627",9325.7,16.7,87.5,6,0,10.6,1,47750
"S01003628",11811,100,100,22,0,13.3,1,81800
"S01003629",18567.6,20,100,13,0,14.3,1,55000
"S01003630",10882.7,37.5,100,1,0,12.2,1,99264
"S01003631",7048.1,45.5,94.4,5,0,3.8,1,177612
"S01003632",4592.4,58.3,87.5,0,0,4.2,1,138550
"S01003633",8057.7,17.6,100,14,0,13.3,1,103128
"S01003634",16566.3,28.6,100,11,0,6.9,1,68500
"S01003635",11560.7,0,100,0,0,27,1,82781
"S01003636",17524.6,33.3,100,6,0,10.1,1,61929
"S01003637",8902.1,70,100,21,0,8.3,1,175606
"S01003638",4284,55.6,92.3,8,0,5.9,1,123429
"S01003639",16129,37.5,100,4,0,7,1,95333
"S01003640",13919.8,35.7,100,8,0,17.6,1,74000
"S01003641",4397,11.1,100,0,0,6.4,1,139850
"S01003642",13630.7,12.5,100,18,0,0,1,105357
"S01003643",7374.6,50,100,19,0,6.1,1,158514
"S01003644",14623.2,18.2,100,21,0,11,1,93705
"S01003645",12089.8,16.7,100,30,0,0,1,113000
"S01003646",7021.1,41.2,100,0,0,17.7,1,NA
"S01003647",11347.5,18.2,100,16,0,5.5,1,101333
"S01003648",6883.6,45.5,100,0,0,4.1,1,110343
"S01003649",5882.4,25,100,28,0,4.2,1,108650
"S01003650",13089,0,100,5,1,10.1,1,65400
"S01003651",11406.8,44.4,100,7,0,19.2,1,91443
"S01003652",13571.4,33.3,87.5,15,0,5.8,1,92062
"S01003653",21505.4,0,100,51,0,12.6,1,62858
"S01003654",14190.3,14.3,93.3,33,0,10.3,1,110000
"S01003655",18099.5,40,100,6,0,12,1,92733
"S01003656",8965.5,16.7,100,14,0,10.2,1,118058
"S01003657",17099.1,12.5,100,43,0,11.9,1,89519
"S01003658",10405.8,12.5,100,16,0,4.8,1,114456
"S01003659",6920.4,100,100,23,1,5.3,1,99500
"S01003660",2996.6,9.1,100,0,0,3.6,1,146854
"S01003661",5470.5,20,100,52,0,5,1,143550
"S01003662",11182.1,100,100,15,0,15.2,1,87655
"S01003663",13513.5,16.7,100,14,0,22.1,1,94500
"S01003664",13282.7,40,100,4,0,7.9,1,62611
"S01003665",13267,18.8,100,0,0,20.8,1,NA
"S01003666",20947.2,11.1,100,38,0,34.5,1,80750
"S01003667",8762.3,16.7,100,62,0,4.1,1,111832
"S01003668",11642.2,33.3,87.5,18,0,6.8,1,105850
"S01003669",10982.7,12.5,100,53,0,9.5,1,253300
"S01003670",12875.5,42.9,100,14,0,13.5,1,41719
"S01003671",10723.9,42.9,100,12,0,5.6,1,88714
"S01003672",17804.2,9.1,100,34,0,11.6,1,54812
"S01003673",17027.9,50,100,13,0,34.5,1,NA
"S01003674",11834.3,0,100,12,0,4.3,1,66429
"S01003675",4337.1,76.9,100,30,0,0,1,146066
"S01003676",3673.1,68.8,100,14,0,3.3,1,121728
"S01003677",10714.3,20,100,26,0,12.2,1,75125
"S01003678",13966.5,50,100,83,1,13.4,1,99400
"S01003679",14662.8,26.7,100,8,0,17.1,1,98000
"S01003680",18803.4,33.3,100,71,0,9.3,1,61083
"S01003681",11308.6,50,100,4,0,0,1,105091
"S01003682",6155.3,71.4,100,20,0,0,1,134785
"S01003683",11627.9,60,100,23,0,5,1,110500
"S01003684",14012.7,57.1,100,34,0,5.4,1,102800
"S01003685",11236,66.7,100,98,0,16.9,1,78750
"S01003686",10384.2,16.7,100,20,0,3.5,1,79833
"S01003687",14834.2,12.5,100,9,0,30.9,1,100000
"S01003688",13142.9,0,88.9,20,0,11.6,1,57500
"S01003689",16155.1,60,90,5,0,12.7,1,85000
"S01003690",19375.7,6.7,100,7,0,5.5,1,57838
"S01003691",9793.8,15.4,100,27,0,9.7,1,76354
"S01003692",12755.1,60,100,3,0,9.8,1,92249
"S01003693",13611.6,40,88.9,23,0,7.1,1,104900
"S01003694",7995.7,28.6,100,55,0,0,1,120342
"S01003695",10017.4,9.5,100,5,0,3.3,1,99286
"S01003696",14312.1,35.7,100,26,0,8.9,1,99142
"S01003697",4531.7,0,100,11,0,0,1,173000
"S01003698",9844.6,25,100,89,0,9.9,1,94801
"S01003699",5176,44.4,85.7,17,0,7.7,1,112318
"S01003700",11134.7,16.7,100,5,0,6.1,1,63909
"S01003701",15524.6,16.7,100,3,0,20,1,71967
"S01003702",12369.8,7.1,93.8,2,0,12.7,1,32583
"S01003703",13419.5,21.4,100,7,0,13,1,58688
"S01003704",17241.4,12.5,100,3,0,5.4,1,58500
"S01003705",12067.2,0,100,2,0,10.9,1,34000
"S01003706",12686.6,11.1,100,12,0,17.2,1,NA
"S01003707",14705.9,12.5,100,23,0,10.9,1,209000
"S01003708",17667.8,21.1,91.7,12,0,27.3,1,NA
"S01003709",18569.5,14.3,100,6,0,39.5,1,NA
"S01003710",12000,22.2,100,10,0,8,1,232940
"S01003711",17033,12.5,100,23,0,11.2,1,100000
"S01003712",17836.6,35.7,100,17,0,18,1,73313
"S01003713",12755.1,0,100,18,0,0,1,47500
"S01003714",10447.8,33.3,83.3,4,0,12.9,1,78762
"S01003715",8234.2,8.3,100,16,0,9,1,114349
"S01003716",15394.9,0,100,29,0,13.5,1,NA
"S01003717",14580.8,50,100,17,0,13.5,1,94000
"S01003718",14164.3,0,100,35,0,13.9,1,81750
"S01003719",4266.2,33.3,83.3,5,0,0,6,291250
"S01003720",4446.6,83.3,88.9,6,1,0,6,129714
"S01003721",5681.8,83.3,100,26,0,0,6,129538
"S01003722",8238.3,50,100,26,0,9.4,6,111794
"S01003723",4152.8,50,100,7,0,0,6,213500
"S01003724",8353.2,23.1,93.3,23,0,7.9,4,119531
"S01003725",5555.6,66.7,100,4,0,8.9,4,49125
"S01003726",2340.1,40,88.9,0,5,0,4,105000
"S01003727",5988,11.1,100,72,0,12.7,4,90833
"S01003728",3389.8,100,100,1,1,0,6,208625
"S01003729",6596.3,25,92.3,9,0,5.8,4,136300
"S01003730",6535.9,37.5,100,56,0,8.1,4,74667
"S01003731",10989,16.7,100,14,1,0,4,92500
"S01003732",4326.3,80,93.3,52,0,0,4,108334
"S01003733",8423.6,15.4,90,73,0,5.6,4,100000
"S01003734",6637.2,33.3,100,63,0,6.1,4,108222
"S01003735",5161.3,42.9,100,23,0,0,4,142625
"S01003736",8849.6,30.8,100,88,0,7.5,4,107400
"S01003737",5872.5,50,100,42,0,0,4,180500
"S01003738",4219.4,100,80,0,0,10.4,4,165125
"S01003739",2577.3,66.7,87.5,2,0,0,6,199560
"S01003740",4437.9,71.4,100,11,0,11.6,6,199000
"S01003741",4662,100,100,5,0,0,6,114333
"S01003742",4724.4,75,100,5,0,7.9,6,237857
"S01003743",2631.6,50,100,6,0,11.9,6,339148
"S01003744",2941.2,42.9,100,7,0,0,6,188800
"S01003745",4698,20,100,24,0,0,6,191000
"S01003746",3990.9,55.6,100,7,0,0,6,190460
"S01003747",3127.8,28.6,100,16,0,0,6,211875
"S01003748",4520.8,50,0,16,0,0,6,116685
"S01003749",4464.3,75,100,13,0,6.6,6,165522
"S01003750",2721.1,87.5,100,2,0,0,6,218030
"S01003751",2574.7,33.3,100,5,2,4.2,6,161107
"S01003752",4439.5,66.7,87.5,1,1,0,6,169977
"S01003753",2277.9,62.5,100,12,0,0,6,239607
"S01003754",4807.7,20,90.9,53,0,0,6,143380
"S01003755",3728.6,54.2,100,14,0,3.1,6,210221
"S01003756",2934.3,66.7,100,7,0,6.9,6,202067
"S01003757",2467.1,100,50,2,0,0,6,186900
"S01003758",5580.4,33.3,100,8,0,0,6,187385
"S01003759",5434.8,70,80,10,0,0,6,227273
"S01003760",4342.4,75,100,14,0,0,6,163167
"S01003761",3808.5,61.5,100,6,0,0,6,191600
"S01003762",2979.1,75,90.9,5,0,5.8,5,198643
"S01003763",4702.2,57.1,100,7,0,0,6,184911
"S01003764",5056.2,40,100,29,0,5.8,6,222667
"S01003765",5627,50,100,19,0,0,6,81167
"S01003766",4322.8,50,100,24,1,0,6,188744
"S01003767",3614.5,50,83.3,16,0,7.5,6,185297
"S01003768",4194.6,66.7,100,2,1,0,6,181528
"S01003769",5411.3,87.5,100,20,0,5.8,6,147172
"S01003770",2706.4,100,100,3,0,0,6,201800
"S01003771",2911.2,60,100,2,0,0,6,175750
"S01003772",4444.4,66.7,100,3,0,0,6,296082
"S01003773",4491,50,100,6,0,0,6,159909
"S01003774",2242.2,100,100,15,0,0,6,187857
"S01003775",1659.3,50,100,3,0,0,6,165707
"S01003776",5351.7,85.7,100,11,0,9.1,6,162500
"S01003777",4721.4,85.7,100,7,0,4.5,5,228250
"S01003778",2209.4,42.4,98.9,3,0,1.9,2,169604
"S01003779",1938,50,100,20,2,0,6,183250
"S01003780",5785.9,0,100,2,0,5,5,203124
"S01003781",2932.6,50,91.7,2,0,0,2,152331
"S01003782",4111.8,83.3,100,2,0,0,6,NA
"S01003783",10445.1,50,100,22,0,4.1,2,165305
"S01003784",3263.2,36.4,100,0,0,0,2,216631
"S01003785",2691.8,100,100,0,0,0,2,151625
"S01003786",3285.9,0,100,0,0,6.5,2,168722
"S01003787",3081.7,25,100,23,0,0,2,213333
"S01003788",3649.6,0,100,2,0,0,2,165572
"S01003789",2873.6,50,100,0,0,0,2,183429
"S01003790",6398.5,41.7,100,78,0,0,2,117500
"S01003791",3861,38.9,100,10,8,0,2,140205
"S01003792",4039.9,48,100,8,0,3,2,166267
"S01003793",11293.6,33.3,100,87,8,8.5,2,92333
"S01003794",5392.9,80,100,6,0,20,2,203505
"S01003795",3115.3,0,100,4,0,8.6,5,100000
"S01003796",7764,22.2,100,31,6,6.2,2,86331
"S01003797",6936.4,33.3,100,69,18,5.9,2,91400
"S01003798",1963.4,60,100,0,0,0,2,173983
"S01003799",2766.3,60,100,0,0,0,2,142166
"S01003800",7668.7,100,100,28,0,0,6,216420
"S01003801",6756.8,20,90,49,0,12.8,2,132332
"S01003802",5398.1,28.6,100,82,0,0,2,118417
"S01003803",2793.3,100,100,2,0,7.2,5,296000
"S01003804",7878.8,50,100,39,0,0,2,120714
"S01003805",9132.4,47.1,100,4,0,4,2,157422
"S01003806",7982.6,33.3,100,30,0,0,2,120750
"S01003807",2406.7,71.4,100,0,0,7.2,2,143900
"S01003808",7237.6,66.7,94.4,7,4,6.2,6,125180
"S01003809",11144.1,33.3,100,53,0,7.2,2,129393
"S01003810",6501.2,100,100,6,0,0,2,203515
"S01003811",2881.8,66.7,100,0,0,0,2,222100
"S01003812",10083,62.5,100,10,0,6.6,2,134831
"S01003813",2958.6,75,100,2,0,5.3,2,161812
"S01003814",3392.1,33.3,80,4,0,0,2,242319
"S01003815",4957.5,66.7,100,14,1,0,2,171550
"S01003816",2066.1,0,100,0,0,0,2,163282
"S01003817",10427.5,9.1,92.9,58,0,4.1,2,125250
"S01003818",7017.5,50,90,38,14,0,2,122714
"S01003819",3822.3,40,100,7,0,2.5,2,193563
"S01003820",4264.4,60,100,21,1,5.3,2,149026
"S01003821",8259.2,16.7,100,68,0,10.4,2,113825
"S01003822",5421.7,75,100,49,1,4.8,2,135333
"S01003823",5876.1,50,100,10,5,0,2,201035
"S01003824",5913.3,75,100,14,5,5.9,2,170344
"S01003825",3747.3,27.8,100,70,0,0,2,180000
"S01003826",5108.6,33.3,88.9,11,0,6.8,6,107518
"S01003827",4380.5,66.7,83.3,8,0,0,2,171407
"S01003828",4314.5,87.5,100,3,1,0,2,209714
"S01003829",8957.7,0,100,59,0,5.3,2,110429
"S01003830",8351.9,40,100,72,0,4.4,2,108214
"S01003831",6283.7,50,100,0,3,0,2,144167
"S01003832",7611.2,42.9,100,11,5,11.8,2,258450
"S01003833",9157.5,60,100,16,10,20.4,2,113361
"S01003834",8291.9,33.3,100,18,0,0,2,128917
"S01003835",4472.3,20,100,0,5,0,2,124833
"S01003836",6445.7,0,100,13,0,0,2,92143
"S01003837",10402.2,66.7,100,46,3,7.2,2,138677
"S01003838",8319.5,28.6,100,13,0,0,2,109620
"S01003839",8077.5,20,100,43,4,7.8,2,101300
"S01003840",4237.3,0,100,0,5,0,2,138143
"S01003841",7053.3,66.7,100,3,1,0,6,153000
"S01003842",6302.5,50,100,8,0,9.1,5,159583
"S01003843",3275.1,40,100,0,0,0,6,175192
"S01003844",3387.5,50,100,1,0,0,2,153503
"S01003845",9865,50,100,23,0,9,2,100750
"S01003846",6598.2,75,80,3,1,0,6,132500
"S01003847",5843.1,50,100,18,0,0,5,175750
"S01003848",2340.1,66.7,100,0,0,0,2,157200
"S01003849",14610.4,66.7,89.5,12,1,10.4,2,92500
"S01003850",4376.4,33.3,100,21,0,0,2,119111
"S01003851",3242.5,33.3,100,0,0,0,2,180069
"S01003852",3139.7,66.7,100,14,0,0,2,106250
"S01003853",8181.8,20,90,8,6,19.9,2,125643
"S01003854",6055.4,25,100,34,1,0,5,133286
"S01003855",9523.8,16.7,95.2,51,0,11.2,2,61000
"S01003856",7309.9,26.7,92.3,60,0,5.1,2,114722
"S01003857",5326.2,40,100,1,0,0,5,270125
"S01003858",5230.1,25,100,92,0,12.2,2,112800
"S01003859",2237.1,0,100,0,0,0,2,164938
"S01003860",18037.5,0,100,20,0,16,2,70000
"S01003861",4749,62.5,100,6,4,0,2,122244
"S01003862",11428.6,40,90.9,58,0,9.6,2,112000
"S01003863",3511.2,100,75,1,0,5.5,2,215371
"S01003864",3452.2,50,100,14,0,0,5,206750
"S01003865",5197.5,60,100,19,0,5.8,5,167167
"S01003866",4081.6,37.5,100,3,0,5.6,6,145250
"S01003867",7474.4,35.3,100,21,1,10.3,5,143595
"S01003868",2963,100,100,0,1,7.2,5,214471
"S01003869",3415.3,100,100,5,1,0,6,138333
"S01003870",4065,30,100,2,0,4.8,5,156950
"S01003871",3802.3,66.7,100,0,0,7.5,6,128600
"S01003872",3131.5,25,87.5,4,0,5,5,185833
"S01003873",6007.4,44.4,94.7,8,1,0,6,169455
"S01003874",2896.9,50,100,2,0,0,5,202571
"S01003875",4594.2,50,100,4,0,11.9,5,187958
"S01003876",2097.9,0,100,1,0,7.9,5,205628
"S01003877",4608.3,83.3,100,4,0,0,5,208250
"S01003878",10095.6,25,100,49,0,4.5,5,131056
"S01003879",2541.3,60,100,6,0,0,5,207167
"S01003880",3456.2,25,100,31,0,6.1,5,137955
"S01003881",2951.6,57.1,100,9,0,6.8,5,290729
"S01003882",13157.9,0,100,4,0,11.6,4,95000
"S01003883",4854.4,0,83.3,21,0,6.7,6,121775
"S01003884",8275.9,33.3,100,33,3,5,5,121200
"S01003885",9287.9,33.3,100,11,0,6.7,4,131375
"S01003886",8113.6,0,100,31,0,7.1,4,127900
"S01003887",11029.4,20,100,43,3,8.7,4,149550
"S01003888",3221.6,62.5,100,3,0,5.5,6,202819
"S01003889",4512.6,50,100,22,0,0,5,137738
"S01003890",3154.6,100,100,4,0,0,4,156909
"S01003891",4622.5,37.5,100,0,0,0,4,161111
"S01003892",6216.7,50,100,30,0,0,4,148679
"S01003893",3858,42.9,100,19,1,12.5,6,208700
"S01003894",6198.3,28.6,83.3,22,0,12.3,4,132235
"S01003895",3486.8,63.6,100,10,0,6.3,5,148167
"S01003896",2695.4,80,100,3,0,0,4,244333
"S01003897",4768.4,25,100,9,0,0,6,185111
"S01003898",3101.7,0,100,9,0,0,4,289444
"S01003899",4369.5,75,100,9,0,0,4,196156
"S01003900",2773.9,45.5,100,41,0,8.8,4,145373
"S01003901",4051.9,40,100,19,0,0,6,187083
"S01003902",4828.3,33.3,100,17,1,0,6,149449
"S01003903",2983.3,75,100,4,0,0,6,243955
"S01003904",5859.4,33.3,100,11,3,6.2,4,132875
"S01003905",4863,50,66.7,3,0,0,5,204500
"S01003906",5917.2,0,100,54,0,6.8,4,132400
"S01003907",12649.8,40,90,28,1,11.6,4,96875
"S01003908",5891,12.5,100,86,0,0,4,112250
"S01003909",1845,50,100,1,0,0,4,184750
"S01003910",5384.6,33.3,100,40,0,5.6,4,112000
"S01003911",6003.4,66.7,100,2,0,0,6,162500
"S01003912",4268.3,55.6,100,7,0,10.8,4,115000
"S01003913",2886.8,50,100,8,0,4.7,6,198000
"S01003914",5664.3,66.7,100,4,0,0,6,163750
"S01003915",4874.7,33.3,100,3,1,0,6,142020
"S01003916",3113.3,66.7,100,8,1,7.8,6,182087
"S01003917",4474.3,42.9,100,40,0,6.3,6,194000
"S01003918",5733.9,16.7,81.8,20,0,0,6,145714
"S01003919",9852.2,40,100,25,1,7.1,4,113481
"S01003920",4347.8,0,91.7,48,1,6.7,4,138000
"S01003921",10256.4,12.5,100,19,0,5.6,4,148217
"S01003922",8370.5,33.3,100,57,0,18.3,4,156900
"S01003923",8356.5,60,92.9,90,0,9.5,4,91500
"S01003924",15936.3,0,90.9,66,4,10.2,4,NA
"S01003925",5943.5,25,100,43,0,6.3,4,98500
"S01003926",7751.9,0,100,39,1,21.1,4,80250
"S01003927",5223.9,44.4,100,12,0,0,6,160125
"S01003928",11435.8,18.2,94.4,74,0,10.3,4,84250
"S01003929",7543.1,0,0,0,0,16.1,4,119800
"S01003930",9174.3,50,100,38,1,7.1,4,123200
"S01003931",6593.4,6.3,95,39,0,9.6,4,168000
"S01003932",4838.7,22.2,88.9,13,0,0,4,130062
"S01003933",5673.8,50,100,6,1,0,6,262400
"S01003934",6237,72.7,100,19,0,9.7,6,142031
"S01003935",9673.5,12.5,100,48,0,5,6,76800
"S01003936",5170.6,50,100,9,1,0,6,141500
"S01003937",10498.7,8.3,83.3,68,0,9.2,6,100517
"S01003938",3882,25,100,13,0,7.4,6,229883
"S01003939",6106.9,0,88.9,25,0,0,6,179688
"S01003940",9004.2,33.3,83.3,25,0,10.5,4,154250
"S01003941",5747.1,33.3,100,21,0,8.9,6,126750
"S01003942",7587.3,9.1,100,53,0,5.5,4,123179
"S01003943",8758,25,87.5,28,6,6.8,4,115773
"S01003944",6861.1,80,100,13,0,0,4,94500
"S01003945",3955.7,25,100,6,0,0,4,152944
"S01003946",4166.7,57.1,100,2,1,0,6,211812
"S01003947",5538,25,100,16,0,0,6,151125
"S01003948",2789.4,83.3,100,4,1,0,6,207100
"S01003949",7614.2,40,100,9,0,0,6,154202
"S01003950",3246.8,40,100,20,1,5.5,6,161960
"S01003951",3389.8,25,100,8,1,0,6,149888
"S01003952",4807.7,50,100,2,1,0,6,203167
"S01003953",6272.4,75,0,3,0,0,6,146800
"S01003954",4870.1,33.3,100,13,2,0,6,211500
"S01003955",6024.1,75,100,24,3,0,6,126417
"S01003956",4943.5,60,85.7,11,2,0,6,207000
"S01003957",4444.4,100,100,11,0,0,6,95410
"S01003958",5710.7,16.7,100,17,1,6,6,137500
"S01003959",5117,100,100,4,0,10,6,150167
"S01003960",8844.3,14.3,100,25,0,6.9,6,94250
"S01003961",7504.7,20,100,25,0,9.8,6,87052
"S01003962",7475.1,20,100,36,0,17.5,6,149000
"S01003963",4282.7,100,100,3,2,0,6,175000
"S01003964",3502.6,75,100,4,1,0,6,177688
"S01003965",4622.5,100,100,0,1,0,6,140983
"S01003966",4741.8,20,91.7,6,0,7.5,6,115556
"S01003967",7085,50,100,13,3,0,6,88000
"S01003968",8009.2,0,100,15,0,0,6,114438
"S01003969",12385.9,66.7,100,6,1,8.8,6,87000
"S01003970",4934.2,0,100,1,4,0,6,140750
"S01003971",8396.9,40,100,25,0,16.4,6,88658
"S01003972",6361.3,0,100,2,0,9.3,6,111500
"S01003973",6593.4,0,100,1,1,0,6,130667
"S01003974",4761.9,71.4,85.7,4,1,7.8,6,110083
"S01003975",3957.8,87.5,77.8,1,0,8.8,6,142455
"S01003976",9167.8,12.5,100,8,0,11.5,4,63392
"S01003977",9240.2,25,100,44,0,0,4,73400
"S01003978",6809.3,0,85.7,42,0,23.3,4,59500
"S01003979",6717.9,0,100,35,0,0,4,91000
"S01003980",3864,37.5,100,2,0,0,6,127500
"S01003981",5514.7,22.2,100,67,1,19.6,4,67333
"S01003982",5625.9,14.3,100,46,1,5.3,4,90562
"S01003983",6172.8,40,100,9,0,7.5,4,120667
"S01003984",8741.3,0,100,18,2,0,4,77083
"S01003985",9302.3,0,100,71,0,20,4,62380
"S01003986",9505.7,25,87.5,34,0,7.1,4,67100
"S01003987",4225.4,25,100,7,0,7.2,4,115333
"S01003988",4073.3,75,100,8,1,0,6,113750
"S01003989",5848,14.3,100,6,0,0,6,130200
"S01003990",6289.3,100,0,2,1,0,6,86750
"S01003991",6295,0,100,4,0,0,6,109500
"S01003992",5417.1,25,75,9,0,0,6,84893
"S01003993",3753.8,33.3,100,9,0,7.4,6,110850
"S01003994",4774.9,33.3,100,12,0,7.6,6,124625
"S01003995",4930.2,21.4,92.9,4,0,4.7,6,120114
"S01003996",4940.7,57.1,100,4,0,0,6,227500
"S01003997",9400.7,8.3,100,52,2,8.8,4,119750
"S01003998",4970.2,42.9,85.7,25,3,7.8,4,92000
"S01003999",4908,30.8,100,26,2,13.6,4,82333
"S01004000",8448.5,50,100,62,0,0,4,91571
"S01004001",5571,50,100,33,1,13.2,6,61250
"S01004002",9067.4,0,83.3,36,1,7.6,4,131818
"S01004003",5319.1,25,100,9,0,8.6,4,79750
"S01004004",4545.5,60,100,49,0,7.4,4,66800
"S01004005",3527.3,50,100,20,0,9.8,4,86116
"S01004006",2803.7,22.2,100,22,0,8.6,4,99220
"S01004007",7992.9,25,100,16,0,14.5,4,62000
"S01004008",6484.1,14.3,100,0,1,8.6,6,81000
"S01004009",3392.1,33.3,100,5,0,10.2,4,131800
"S01004010",5148.7,55.6,100,2,0,0,6,117375
"S01004011",8613.9,44.4,93.3,5,2,0,5,279657
"S01004012",3293.8,16.7,100,3,2,0,3,126556
"S01004013",1644.7,100,100,19,0,0,3,408429
"S01004014",3115.3,66.7,100,3,0,8.5,3,222922
"S01004015",3023,100,100,14,0,6.4,3,309692
"S01004016",4708.1,25,100,0,0,0,3,132167
"S01004017",3225.8,57.1,100,12,0,0,3,184342
"S01004018",3492.4,14.3,100,0,0,7.9,3,137600
"S01004019",2061.9,35.7,100,0,0,5.5,3,233328
"S01004020",6139.2,28.6,90,31,0,10.2,3,205429
"S01004021",2615.5,57.1,100,0,0,4.3,5,168327
"S01004022",5889.3,80,100,19,0,0,5,169768
"S01004023",5347.6,40,100,41,0,6.8,5,108333
"S01004024",5825.2,18.2,100,47,0,6.5,2,110750
"S01004025",12016,0,100,55,0,12.8,2,29000
"S01004026",13621.8,0,100,80,0,12.7,2,82113
"S01004027",11713,16.7,100,56,0,23.1,2,57500
"S01004028",13361.5,6.3,100,51,0,12,2,70832
"S01004029",11728.4,10,91.7,66,0,10.2,2,88000
"S01004030",14285.7,0,100,56,0,15.6,2,64050
"S01004031",12357.4,0,100,29,0,0,2,59667
